4.903505307448624251e+01,1.440999620215723986e+01,6.855985251631496524e+00,5.179458553061446757e+00,6.864130760941996812e+00,1.092334811674452677e+00,-2.927544536703031941e+00,-3.165837241708218119e+00,-1.922484357287026713e+00,-2.135914975060113630e+00,-3.234968808551858199e+00,-2.058303951102541607e+00,-8.370046807117972332e-01
5.386582264765621630e+01,1.605766717685282430e+01,2.699249175298901626e+00,4.132684156021198874e+00,8.706662575078775390e+00,1.694704169992844012e+00,-5.257872112748290583e+00,-4.782507726617099664e+00,-8.455633485872062760e-01,-1.103742371830378932e+00,-2.909158583175690982e+00,-2.717910090956347169e+00,-1.558371887275989298e+00
6.643089137523351440e+01,2.168700205340021725e+01,-2.959191795229432209e+00,-1.445890008035066288e+00,4.099179398329830804e+00,-1.414489833669805741e+00,-4.867116601505565576e+00,-1.012049104427001245e+00,9.037213473798116903e-01,-2.987323491307404044e+00,-3.011890217526424163e+00,4.711932827108316624e-01,2.696544847457623684e-01
7.531363248863581816e+01,2.349581688249177347e+01,-7.355466864096499080e+00,-2.888867120884139883e+00,2.525086510430069264e+00,-3.866530944825052885e+00,-5.086784273380694721e+00,1.593516285812143440e+00,2.261141376815175352e+00,-3.540227431757372756e+00,-2.560619817138913845e+00,1.295276684749395724e+00,4.195905338427476788e-02
7.640162398451019499e+01,2.557543026516195539e+01,-8.123915979748183247e+00,-3.778873075328334163e+00,2.495572742798050747e+00,-4.500034352034528951e+00,-6.694265367698053026e+00,1.757034121288882922e+00,3.974711470437176875e+00,-3.744121331260914065e+00,-2.731264275112781359e+00,1.514693506498478781e+00,-1.106674816415449403e+00
7.885220769140261154e+01,2.516608077116612563e+01,-8.652285377915056586e+00,-3.675509071253843185e+00,1.668383115704463959e+00,-3.847404575081949218e+00,-7.491421404391515715e+00,1.739673959180940921e+00,4.592908759965906640e+00,-3.122853729532897304e+00,-1.794640140514553339e+00,3.127072155164142830e-01,-1.387161743298343852e+00
7.896748687994200111e+01,2.693390313423927651e+01,-8.897408581070603617e+00,-4.938975732250503903e+00,1.872564279080758842e+00,-3.925391986792546195e+00,-6.445359293337788564e+00,1.011219775508245045e+00,5.045025476282501309e+00,-2.086216938171952417e+00,-1.707346898928994605e+00,1.700213136006215875e-01,-1.732876807421787291e+00
7.870288823193554606e+01,2.633488841530470381e+01,-8.093409906937512943e+00,-4.671000714514308427e+00,1.047846350625739609e+00,-4.483942543602783104e+00,-6.129931761339052265e+00,1.204772014398563629e+00,4.176274483707267393e+00,-1.599626100999672618e+00,-1.384268820892091245e+00,5.524013449631841599e-01,-2.477749898307032517e+00
7.834219266939886950e+01,2.606598998530897759e+01,-7.901569093463892024e+00,-4.220074864032358875e+00,9.660429162221768618e-01,-4.522145435622073606e+00,-6.691480995482524285e+00,1.334008291898090670e+00,4.469272400324975969e+00,-2.773597816366223934e-01,-1.421748501765971229e+00,-4.932537855595399701e-01,-2.296097109763731936e+00
7.906850783120152926e+01,2.522363836622837496e+01,-7.414549101130484487e+00,-3.420810376411811404e+00,2.530697289526125937e-01,-4.825531455902548394e+00,-6.085942367529566965e+00,1.820084273854177814e+00,4.185871601553154520e+00,-3.258320972564146545e-01,-1.580845228739486519e+00,-6.337971019651522653e-01,-2.521406802719308171e+00
7.915315197465936592e+01,2.435724238379650686e+01,-7.597935272981425570e+00,-2.950021496542902355e+00,5.086708133796886688e-01,-5.017943835115497464e+00,-6.589406521501792291e+00,2.216656364819094449e+00,4.327990730387347718e+00,-1.045078392856917837e+00,-1.118419431898349137e+00,-9.213954120590821528e-01,-2.808378998808581439e+00
7.959393063925593026e+01,2.356046391926568973e+01,-7.610103714806394137e+00,-2.010020106062620382e+00,3.617563569471953233e-01,-4.633753855335695171e+00,-6.103140004575136501e+00,2.118754777960732305e+00,4.079804159492317339e+00,-1.052131280315992345e+00,-6.561270848969007474e-01,-7.139499661881868464e-01,-2.601041425338835200e+00
7.918476566808791972e+01,2.396955337318041757e+01,-8.083131812050254439e+00,-2.202697517070201894e+00,2.722115800875472003e-01,-4.874082871021668595e+00,-6.018571837031338134e+00,1.721027313004222847e+00,4.161938703581814281e+00,-7.940484366392842608e-01,-1.022998592106348914e+00,-1.280973833581787513e+00,-2.577096109055785789e+00
7.977620607154901222e+01,2.409070953944692661e+01,-7.914677378949797060e+00,-2.991914783308843973e+00,-3.064951983739954700e-01,-4.633004869839724371e+00,-6.202343944563619260e+00,2.034560950228213816e+00,4.153592973404353295e+00,-6.347660490684976509e-01,-1.070112582369876941e+00,-1.689556693930454490e+00,-3.060574467782393171e+00
8.006034046035931340e+01,2.363194159993321364e+01,-8.337758434365028393e+00,-3.055507900389149434e+00,-2.039938252396403251e-01,-4.572750775464963446e+00,-5.360321844571702243e+00,1.467476309231103837e+00,2.830591367799636160e+00,-1.250363166927404568e-01,-1.009579292917841986e+00,-1.233646772459379148e+00,-3.042051317679252076e+00
7.985327094937863990e+01,2.261138535426401930e+01,-7.681899897056077897e+00,-2.811356986250814760e+00,-5.058557707969553174e-01,-4.610199417614581741e+00,-5.065663687753588107e+00,1.675684987195484199e+00,2.772689304742868011e+00,-2.509411922820740659e-01,-1.787501174211379107e+00,-2.542063984449496328e+00,-2.761490239501189770e+00
7.824229859194849723e+01,2.268593906916662917e+01,-7.939655965563325424e+00,-2.692469972763303687e+00,-1.006193689866888008e-01,-3.977874068423011611e+00,-4.156962069816642291e+00,1.702917739289069754e+00,2.303588128306896188e+00,-6.441076237545569905e-01,-2.193843359160943418e+00,-2.281619334548404598e+00,-3.304910163690576663e+00
7.692903308394149064e+01,2.314358779175936576e+01,-7.382372773872722505e+00,-3.137831423959436261e+00,-7.204735593773224922e-01,-3.292226141866185785e+00,-2.960106585222194830e+00,1.942062038699854831e+00,1.842898520905809079e+00,-1.176364874269649752e+00,-2.016497339410438627e+00,-1.749126566189629584e+00,-2.777422799820879362e+00
7.704559010489140292e+01,2.213162332987448266e+01,-7.184806017845153825e+00,-2.580607787476506321e+00,2.632620816731841562e-01,-2.772110119071635737e+00,-2.571349671649524549e+00,6.978554657949050943e-01,1.812702208301944617e+00,-1.364862257120842193e+00,-2.056990448170287866e+00,-1.162368348733379797e+00,-2.309070774693831485e+00
7.627338050439333017e+01,2.192512168162630815e+01,-6.510992886221209197e+00,-2.180333314668513989e+00,2.092448497174277111e-01,-3.109546835616548321e+00,-3.099942037984076748e+00,1.266416048286607587e+00,1.394798240898774022e+00,-1.104350574886892256e+00,-2.069495926942124697e+00,-1.220295018862735281e+00,-2.693215735907198649e+00
7.624085228856105800e+01,2.106259826955103875e+01,-6.397389559207603327e+00,-2.262641527546949138e+00,-5.152053758172180364e-01,-3.447276423936377565e+00,-2.792328113367410047e+00,1.358479192482162867e+00,1.476811916699972471e+00,-1.501510455609385897e+00,-1.184177111290080964e+00,-1.621916167675708786e+00,-3.002766143359046236e+00
7.581107956690699723e+01,2.095829578568487150e+01,-7.343125855961465831e+00,-4.247828932261885626e+00,-3.807314471975243308e-01,-1.579458906400367457e+00,-1.987674868768463332e+00,9.977920471064747332e-01,1.498502104719757311e+00,-2.064470148489215617e+00,-2.212874500103120923e+00,-1.315711084650949436e+00,-2.027864062598986106e+00
7.577450570637277849e+01,2.017389274914779307e+01,-6.892438818025047098e+00,-3.407107187662287817e+00,-1.177632435028392432e+00,-5.682537864590774257e-01,-2.439174022554889021e+00,-4.968590524022528099e-01,4.929594152168159105e-01,-1.790734884833483198e+00,-1.759770733701728984e+00,-9.009012832161995554e-01,-1.411314047162404162e+00
7.438482523502689503e+01,1.855463736620955473e+01,-6.737004467065511371e+00,-3.719357675867116964e+00,-9.243244673896510166e-01,4.892996415086015710e-02,-2.261739138975773500e+00,-1.028575495810578389e+00,3.826788632524870115e-01,-1.450650626657501219e+00,-2.271164275799442134e+00,-1.393052762520748722e+00,-1.650549162828246930e+00
7.246253531578574325e+01,1.669150975043984531e+01,-6.053096598811563922e+00,-1.935336259517177693e+00,-4.646139794344347762e-02,1.378817584915228878e+00,-2.827788530261862388e+00,-1.865119214090598110e+00,-3.869943202358180345e-01,-9.075576639077065355e-01,-1.336404535604682753e+00,-4.939312988225499912e-01,-6.856814188004474175e-01
7.101216335750700637e+01,1.548847751824348329e+01,-6.204037716678196368e+00,-2.010752109201931592e+00,-2.903176039535221298e-01,1.400643772500660189e+00,-2.955768124579282397e+00,-2.303712190469414889e+00,-2.301389283565760321e-02,-9.479435670568752137e-01,-2.354224507857090920e+00,-9.248689253246444864e-01,6.967892058798963451e-01
6.827781828164854971e+01,1.263350912652289182e+01,-5.357653938925175829e+00,-8.428266954864076510e-01,-1.161999156129000649e-01,2.409852211442624348e-01,-3.675745761267733780e+00,-3.054939612535184867e+00,-8.565438947532895142e-01,-1.157698386932351386e+00,-1.761188847311423444e+00,-5.970538612842817283e-01,1.811550681368588878e-01
6.659596031674631433e+01,1.352575299588467495e+01,-2.556343210812847211e+00,1.058295602571514671e+00,-5.496701127656635766e-01,1.314806314789998432e+00,-1.422011088486232033e+00,-9.514269874422440765e-01,1.057284007527763275e-01,-7.017401835862037141e-01,-2.688109731770439659e+00,-2.410553684747124947e+00,-1.093964263705203388e+00
6.309653075744452622e+01,1.013132137353741591e+01,-1.664234269776131203e+00,1.703994951298836824e+00,-1.168571760503001045e+00,9.364700926258929803e-01,-2.301410691754158522e-01,-1.452702320207565623e-01,4.647223408490515628e-01,-8.634201067278417518e-01,-2.650815934973536070e+00,-2.131776964759010795e+00,-1.214471470276880405e+00
5.959674587897136888e+01,1.092714084786706685e+01,6.003409571903310926e-01,2.246760244912856308e+00,-2.187471702439897303e+00,-3.496452814036631884e-01,9.000547907762053157e-01,9.595576518670733135e-01,1.239247788821429969e-01,-1.093874942640754577e+00,-1.477883701120546567e+00,-6.312765403527522690e-01,-5.390296564287028191e-01
5.383573009082202532e+01,5.689898258417914079e+00,-6.680957880655057579e+00,-3.395181877989581931e+00,-5.831753697085090948e+00,-5.747004660490177663e+00,-3.112214773873470453e+00,3.640225333490731408e-01,1.554400546101278646e+00,1.616732568511188406e+00,-3.573820921559402453e-01,-1.698714116301710320e+00,-1.709265790853129019e+00
5.540848712415031940e+01,7.079313844333267269e+00,-8.098766812639603074e+00,-5.940994366357438494e+00,-6.583659924939862407e+00,-5.237012988500001853e+00,-3.385758065857585652e+00,-1.422025793073181665e+00,-1.232444964438856039e-01,6.550618365783482666e-01,-3.866951288574887458e-01,-2.101770970744405442e+00,-2.653844636443233096e+00
5.132120909186452451e+01,4.619454427175069711e+00,-6.684043968638794908e+00,-4.886054847236651177e+00,-6.561146130013773003e+00,-4.626909512672994218e+00,-2.353959922856583287e+00,-6.833041856486865573e-01,1.000132008075935497e+00,1.536117963979411583e+00,-6.108785801792833148e-01,-6.256074720639176467e-01,-1.244999097461150894e+00
4.956174263906586930e+01,4.309171391001969553e+00,-4.915002800988254705e+00,-5.105976597916352056e+00,-6.025320673205817101e+00,-5.419830217647360726e+00,-2.666621656230350190e+00,-1.285452036006260179e-01,1.732083166948150899e+00,2.548417708561938166e+00,3.308881917130040290e-02,-1.205215910319688277e-01,-2.015840625390221130e-01
4.692814618364310064e+01,3.418826295009444127e+00,-3.997918969034333081e+00,-3.488022556145268016e+00,-4.603163441289408908e+00,-2.984771169026582793e+00,-1.618245929299044761e+00,3.920685689929825912e-01,1.267105067569076926e+00,1.178771732943027395e+00,-3.400737123884263746e-01,-1.754768608681292807e+00,-1.244202242092356414e+00
4.455107240475743424e+01,3.145986161222635857e+00,-1.802567129872612472e+00,-2.474832301546643354e+00,-3.034333725362547973e+00,-3.228965077121191296e+00,-1.636822827835230365e+00,-4.256537785311977906e-01,1.576508027997165717e+00,1.284608231212496898e+00,-1.433510915994669066e+00,-2.107820441223698715e+00,-1.670382961768966945e+00
4.209482288047004772e+01,5.356523655599399802e+00,1.289364619711611759e+00,8.697226603856136884e-02,-2.282482519802099930e+00,-4.188667424601766776e+00,-2.934208020536635431e+00,-2.306711531870955234e+00,-1.226208420643192659e-02,-3.663889186662065423e-01,-1.841394133310595427e+00,-1.417471863536673982e-01,5.737497557538002724e-01
4.105961465910597497e+01,5.365529194671604607e+00,3.082286087029049160e+00,1.414217269522038745e+00,-1.324249053209322513e+00,-3.872961340040745437e+00,-3.826618439815939965e+00,-3.134777117773219768e+00,-5.930961192158030748e-01,-7.005525476883752711e-01,-1.556764176381637999e+00,-1.621680750337661792e-01,1.563885153420231655e-01
3.847483179564348177e+01,3.146619395053008805e+00,1.655140197714072947e+00,8.006742354171887399e-01,-6.480918262355390702e-01,-2.461488984685010539e+00,-1.347834446005294229e+00,-9.604331730234112463e-01,1.415125825265001192e-01,1.086263217446258450e-01,-9.503240032964342943e-01,-2.135482152776446152e-01,2.948009149278165569e-02
